39.454185,-104.57373,9000,-366.62515566625154,
39.532905,-104.644226,8825,20.556745182012847,
39.725327,-104.642626,7275,-345.2141723955579,
39.827179,-104.64179,5300,-340.8284023668639,
40.195999,-104.936401,16825,11.218229623137598,
39.475113,-104.482309,36000,0.0,
39.636158,-104.689819,9750,-272.78688524590166,
39.776513,-104.688232,6925,-325.4237288135593,
39.870667,-104.687109,5100,-101.72185430463576,
40.1561,-105.047524,17100,0.0,
40.03862,-104.750671,15100,-12.098298676748582,
39.884142,-104.501404,11900,-101.82300298309579,
39.708267,-104.502625,9750,-277.41444866920153,
39.652638,-104.570862,8050,78.68852459016394,
39.698771,-104.638245,7475,-262.2439024390244,
39.796234,-104.642148,6125,-317.96178343949043,
39.862473,-104.696483,5150,0.0,
39.883942,-104.696304,5275,710.4,
39.457581,-104.58244,11775,-238.88024883359253,
39.592346,-104.687706,10025,-16.41025641025641,
39.724365,-104.689318,8350,-405.22613065326635,
39.832515,-104.687683,6000,-338.1132075471698,
39.840709,-104.69165,5350,59.381443298969074,
39.840866,-104.720426,5375,424.52261306532665,
39.840895,-104.788635,7075,427.8992983904251,
39.843155,-104.890475,10150,367.52924494859974,
39.812576,-105.056345,13000,573.1343283582089,
39.519928,-104.83429,10975,-265.33589251439537,
39.688614,-104.705021,8675,-204.4365572315883,
39.792527,-104.688049,6575,-295.38461538461536,
39.875437,-104.687073,5100,-83.47826086956522,
40.150497,-105.038452,15850,-211.66231505657095,
39.856934,-104.696542,5375,0.0,
39.884468,-104.696228,5750,989.6907216494845,
39.912231,-104.667644,7225,452.994555353902,
39.888107,-104.603636,9175,520.9302325581396,
39.823929,-104.431856,10025,0.0,
39.764694,-104.262344,12700,605.8123443122059,
39.545975,-104.707589,10250,-244.79388015299617,
39.692184,-104.689198,8500,-400.37914691943126,
39.823903,-104.687683,5975,-300.72289156626505,
40.044662,-104.196838,16825,-12.577792335407795,
39.905975,-104.482971,11950,-333.57834948212496,
39.75752,-104.50177,10200,-343.5239206534422,
39.599854,-104.516044,8750,-248.54368932038835,
39.603758,-104.59845,7825,49.25181701581872,
39.464334,-104.517029,10950,-159.89750160153747,
39.633551,-104.644836,9050,-125.0814332247557,
39.742813,-104.688542,7500,-389.8477157360406,
39.853045,-104.687317,5425,-351.219512195122,
39.460052,-104.536166,10825,-381.2940422805894,
39.541471,-104.657349,9850,28.937452901281087,
39.655338,-104.689636,9000,-296.81159420289856,
39.785706,-104.688124,6725,-328.5561497326203,
39.870804,-104.687168,5150,-113.77777777777777,
39.656641,-104.201965,11325,-317.23052714398113,
39.804703,-104.322948,7975,-226.45324347093512,
39.867233,-104.434901,6825,19.472616632860042,
39.876709,-104.547212,6175,-476.8627450980392,
39.450368,-104.716736,11275,-316.8565815324165,
39.563736,-104.644298,9375,-247.74193548387098,
39.694348,-104.643311,8050,-337.77777777777777,
39.808727,-104.641907,5900,-187.82608695652175,
39.859981,-104.696533,5425,0.0,
39.884262,-104.696125,5475,280.8386153096051,
39.936676,-104.679993,7250,406.6802443991853,
39.976967,-104.595212,9825,573.7459978655282,
39.941215,-104.431291,14125,500.4450095359186,
39.902161,-104.304438,15950,338.79239040529365,
39.516239,-104.570862,10600,-410.2564102564103,
39.66502,-104.643677,8675,-444.0256959314775,
39.774902,-104.642387,6450,-321.91616766467064,
39.845876,-104.641541,5250,-101.94690265486726,
39.866871,-104.696411,5250,0.0,
39.884903,-104.696244,5650,1168.695652173913,
39.918549,-104.708663,7225,522.3264540337711,
39.92981,-104.80002,9550,219.42857142857142,
39.931091,-104.869202,11575,199.23901764095467,
39.937729,-105.140747,17450,435.4521038495971,
40.098655,-104.894714,14775,-259.4594594594595,
39.970822,-104.617434,11650,-260.2409638554217,
39.966385,-104.355225,9850,0.0,
39.918404,-104.303467,9100,-238.04726850058114,
39.875656,-104.418481,7425,-281.8348623853211,
39.87674,-104.551147,6150,-308.14814814814815,
